text,time_period,language,source,author
"கரிகாலனுடைய வரலாற்றைத் தெரிந்து கொள்ளச் சிறந்த ஆதாரமாக இருப்பவை பொருநராற்றுப்படையும், பட்டினப்பாலையும் ஆகும். புறநானூற்றில் உள்ள பாடல்கள் சில கரிகாலனை நேர்முகமாகப் பாடுகின்றன. மற்றத் தொகை நூல்களில் அங்கங்கே உவமையாகவும் பிறவாறாகவும் கரிகாலனைப் பற்றிய செய்திகள் துண்டு துண்டாகக் கிடைக்கின்றன. சிலப்பதிகாரத்தில் சில செய்திகள் இருக்கின்றன. இவற்றை யெல்லாம் படித்துத் தொகுத்து இதை உருவாக்கி அமைத்தேன்.",1955,ta,wiki,கரிகால்
"இந்தப் புத்தகத்தில் குழந்தைகள் படித்து மகிழ்வதற்கு உரிய பதினைந்து கதைகள் அடங்கியிருக்கின்றன. இந்தக் கதைகள் புலவர்களுடைய ஆற்றலும், அறிவுடைய பெண்களின் சாமார்த்தியமும், மெய் பேசுதல், தாயினிடம் அன்பு வைத்தல், விடா முயற்சி செய்தல், தர்மம் தலைகாத்தல் முதலிய நீதிகளைப் புலப்படுத்துகின்றன. தமிழ்ப் புலவர்களின் அறிவாற்றலை அறிந்து விளங்கும் வகையில் சில கதைகள் உள்ளன.",1955,ta,wiki,கிழவியின்
"இவை குழந்தைகள் படித்து இன்புறுவதற்கும், முதியோர் கல்வி கற்கும் போது அவர் படித்து மகிழ்வதற்கும் இவை பயன்படும். இந்தக் கதைகளில் சில பல காலமாகத் தமிழ் நாட்டில் வழங்கி வரும் வரலாறுகளை அடிப்படையாகக் கொண்டவை.",1955,ta,wiki,கிழவியின்
இதில் உள்ள சிறு கதைகள் வெவ்வேறு சமயங்களில் எழுதியவை. அவ்வப்போது பத்திரிகைக்காரர்கள் கேட்டபோது எழுதி அளித்தவை. இவை யாவுமே பல பத்திரிகைகளிலும் மலர்களிலும் வெளியானவை. வெவ்வேறு மனநிலைகள் இருந்த போது எழுதியவையாதலின் போக்கும் சுவையும் வெவ்வேறாக இருக்கலாம்.,1955,ta,wiki,கோயில்
இதற்கு முன் வெளியான தொகுதிகளை ஆதரித்த அன்பர்கன் இதனையும் பரிவுகொண்டு ஆதரிப்பார்கள் என்று நம்புகிறேன்.,1955,ta,wiki,கோயில்
"​﻿மகாமகோபாத்தியாய டாக்டர் உ. வே. சாமிநாத ஐயர் (1855–1942) தமிழுக்காகவே வாழ்ந்தவர். அறுபதாண்டு காலத்துக்கு மேல் தமிழ்க் கல்வி ஆசிரியராகப் பணி ஆற்றியபடியே, பழந்தமிழ் நூல்களை ஆராய்ந்து வெளியிட்டு, தமிழ்க் கல்வியின் எல்லையை விரிவாக்கி, பழந்தமிழ் இலக்கியங்களையும் உயர் காப்பியங்களையும் காலத்தின் அழிவினின்றும் மீட்டுத் தந்தவர். பழந்தமிழர் வாழ்க்கை உயர்வை இலக்கியச் செய்திகள் வாயிலாக உணர்த்தியவர். இலக்கியப் பதிப்புத்துறையில் பாடுபட்டு ஏடு தேடிய இவரது உழைப்பின் பயனாக புது ஆராய்ச்சிகள் தொடர்ந்து நடைபெறுகின்றன. வரலாற்றுச் செய்திகளைச் சுவையான நவீன சிறுகதை போலச் சொல்ல வல்லவர். வாழ்க்கை வரலாற்றுத் துறையில் தமிழிலே ஒரு வழிகாட்டி இவர். இன்றைய தமிழர் சிந்தனைக் கருத்துக்களையும் தமிழ் எழுத்தாளர் நடையையும் ஐயரவர்கள் வெளியீடுகள் பெரிதும் பாதித்துள்ளன எனலாம்.",1955,ta,wiki,தமிழ்த்
இளமையில் நீண்ட காலம் ஐயரவர்களுடன் முக்கிய மாணவராக இருந்து பழகிய நூலாசிரியர் கி. வா. ஜகந்நாதன் பண்டைத் தமிழ்க் கல்வியிலும் சிறந்தவர்; இன்றைய முன்னணி எழுத்தாளர் வரிசையிலும் மதிக்கப்பெறும் ஆசிரியர். ஐயரவர்களின் சிறந்த வாழ்வையும் உயர்ந்த தமிழ்ப் பணியையும் இந்த நூலில் தெளிவாக உணர்த்துகின்றார்.,1955,ta,wiki,தமிழ்த்
"Tamizh Tatta:(Dr. U. V. Swaminatha Iyer), Monograph in Tamil K. V. Jagannathan, Sahitya Akademi, New Delhi (1983)Rs. 4.",1955,ta,wiki,தமிழ்த்
"சென்ற நூற்றாண்டின் இறுதியில் தோன்றி இந்த நூற்றாண்டில் மறைந்த இரண்டு பெரும் புலவர்கள் தமிழுக்கு ஆக்கத்தை அளித்துப் புகழ் படைத்தனர். ஒருவர் மகாகவி சுப்பிரமணிய பாரதியார்; மற்றொருவர் மகாமகோபாத்தியாய டாக்டர் உ. வே. சாமிநாத ஐயரவர்கள். பாரதியார் அற்புதமான புதிய கவிதைகளைப் பாடித் தமிழ் மகளை அலங்கரித்தார். ஐயரவர்களோ இரண்டாயிரம் ஆண்டுகளுக்கு முன்னர்த் தோன்றிய சங்க நூல்களையும் வேறு பழைய காவியங்களையும் கண்டெடுத்து ஆராய்ந்து அருமையான முறையில் பதிப்பித்து உதவினார்கள். அந்த நூல்களால் உலகம் முழுவதும் தமிழின் தொன்மையையும் பெருமையையும் பண்டைத் தமிழ் நாகரிகத்தையும் தெரிந்துகொண்டது. வெவ்வேறு நாடுகளில் உள்ள பேரறிஞர்கள் தமிழில் ஈடுபட்டு ஆராய்ச்சி செய்யலானார்கள். அதன் பயனாக உலகத் தமிழ் மாநாடுகள் நடைபெற்றன, இனியும் நடைபெறும்.",1955,ta,wiki,தமிழ்த்
"கம்பராமாயணம், வில்லி பாரதம் போன்ற நூல்களோடு நின்றிருந்த தமிழ் இலக்கியத்தின் விரிவு புலப்பட்டது. இவ்வளவு பழைய காலத்திலே தமிழ் நாட்டின் நாகரிகம் இத்தகைய சிறப்புடன் இருந்தது பெரு வியப்புக்குரியது என்று பலரும் பாராட்டினார்கள். தொன்மையான நூல்களாக இருந்தாலும் சங்க நூல்கள் இன்றும் கற்பவர்களுக்கு இனியனவாய் உள்ளன.",1955,ta,wiki,தமிழ்த்
"இத்தகைய சங்க நூல்களைக் கண்டெடுத்து உதவிய டாக்டர் ஐயர் உரைநடையிலும் பல நூல்களே எழுதினார். அவர் பதிப்பித்த மணிமேகலைக்கு அங்கமாக மணிமேகலைக் கதைச் சுருக்கத்தையும், புத்தர், சங்கம், தர்மம் என்னும் மும்மணிகளைப்பற்றியும் எழுதினார். பெருங்கதைக்கு அங்கமாக உதயணன் சரித்திரத்தை எழுதினார்.",1955,ta,wiki,தமிழ்த்
​﻿நூல்களில் உள்ள முகவுரையே அவருடைய உரைநடை வளத்துக்குச் சான்றுபகரும். அவற்றோடு மேலே கண்ட வகைகளில் அவர் எழுதிக் குவித்தவை தமிழுக்குக் கிடைத்த களஞ்சியம் ஆகும்.,1955,ta,wiki,தமிழ்த்
"பண்டை நூற்பதிப்பு, வாழ்க்கை வரலாறு, ஆராய்ச்சி,அநுபவக்அநுபவக் கட்டுரைகள் என்று பல துறைகளில் தம்முடைய இலக்கியப் பணியைச் செய்த அப்பெருமான் எண்பத்தெட்டு ஆண்டுகள் வாழ்ந்து 1942ஆம் ஆண்டு ஏப்ரல் மாதம் மறைந்தார். நினைவு தெரிந்தது முதல் தமிழைப் பயின்றும், பயிற்றுவித்தும், பிறகு பண்டை நூல்களைப் பதிப்பித்தும் தமிழுக்கு வளம் ஊட்டி வாழ்ந்த அப்பெரியாருடைய வரலாறு பல பல அரிய உண்மைகளை வெளியிடுகிறது.",1955,ta,wiki,தமிழ்த்
"அப்பெருமானுடைய வாழ்க்கை வரலாற்றுச் சுருக்கமே இந்த வெளியீடு. அவருடைய வாழ்க்கையில் மாணவப் பருவம், ஆசிரியத் தொண்டு, பதிப்புத்துறை, எழுத்துப்பணி என்ற பகுதிகள் அமைந்தன. அவற்றையெல்லாம் ஒருவாறு சுருக்கமாக இந்த நூலில் எழுதியிருக்கிறேன். இறுதியில் அவருடைய உரைநடையைப் பற்றிய பகுதியையும் எழுதிச் சேர்த்திருக்கிறேன்.",1955,ta,wiki,தமிழ்த்
"கவியரசர் பாரதியார் ‘பொதிய மலைப் பிறந்த தமிழ் வாழ்வறியும் காலமெலாம் புலவோர் வாயில், துதியறிவாய் அவர் நெஞ்சின் வாழ்த்தறிவாய், இறப்பின்றித் துலங்குவாயே!’ என்று ஐயரவர்களைப்பற்றிப் பாடினார். ஆம், அப்பெருமான் என்றும் வாழ்வார். தமிழுள்ள காலமெல்லாம் அவர் புகழ் நின்று நிலைக்கும்.",1955,ta,wiki,தமிழ்த்
(https://ta.wikisource.org) and Tamil Virtual Academy (http://tamilvu.org). More details about this collaboration can be found athttps://ta.wikisource.org/s/4kx.​,1955,ta,wiki,தமிழ்ப்
"ஜெனரல் பப்ளிஷர்ஸ்244, ராமகிருஷ்ண மடம் சாலை,தபால் பெட்டி நெ. 617,மயிலாப்பூர், சென்னை–600 004.",1955,ta,wiki,தமிழ்ப்
"இந்தப் புத்தகத்தில் ஏறத்தாழ 25,000 பழமொழிகள் உள்ளன. இவை கடந்த நாற்பது ஆண்டுகளாக நான் சேகரித்தவை. சொற்பொழிவு செய்யும் பொருட்டு வெளியூர்களுக்குச் சென்ற காலங்களில் அங்கே உள்ள ஆடவர்களிடமும் பெண்மணிகளிடமும் கேட்டுப் பழமொழிகளை எழுதி வந்தேன். பெரும்பாலும் முதிய பெண்மணிகளே பல பழமொழிகளைச் சொன்னார்கள். பழமொழியை முதுமொழி என்றும் வசனம் என்றும் கூறுவர். பழமொழிகள் அடங்கிய பாடல்களைப் பெற்ற நூல்கள் பழமொழி நானூறு, கோவிந்தசதகம், தண்டலையார் சதகம், இரத்தின சபாபதி மாலை, அருணாசல கவி இராம நாடகக் கீர்த்தனை முதலியவை.",1955,ta,wiki,தமிழ்ப்
இந்தப் பழமொழிகளில் பல்வேறு சாதியினரைக் குறை கூறி உள்ளவை பல உண்டு. அவற்றைக் கண்டு அந்தச் சாதியைச் சேர்ந்த அன்பர்கள் சினம் கொள்ள மாட்டார்கள் என்று நம்புகிறேன். இழித்துக் கூறுவதில் எந்தச் சாதியினரையும் விட்டு வைக்கவில்லை. பார்ப்பனர்களை இழித்துக் கூறும் பழமொழிகள் பல. அத்தகையவற்றை அப்படி அப்படியே காட்டியுள்ளேன். தமிழ் மக்களுடைய எண்ணம் எவ்வாறு படர்ந்தது என்பதை இவை காட்டுகின்றன.,1955,ta,wiki,தமிழ்ப்
"நாடோடி இலக்கியத்தைச் சார்ந்தவை பழமொழிகள். அறிவு தெரிந்த சிறுவர் முதல் முதுமை உடையவர்கள் வரை யாவரும் தாம் பேசும் பொழுது பழமொழிகளை ஆளுவார்கள். அவரவர்களுடைய அனுபவத்துக்கு ஏற்ற வகையில் அவை இருக்கும். உபநிடதம், இலக்கிய இலக்கணங்கள் ஆகியவற்றைப் பற்றிய பழமொழிகளும் உண்டு. விலங்கினங்கள், பறவைகள், நீர்வாழ் பிராணிகள், ஊர்வன, புழுபூச்சிகள் முதலியவற்றைப் பற்றிய பழமொழிகள் பல. இவற்றை ஆராய்ந்து கட்டுரைகளை எழுதலாம். பல பெரியோர்களுடைய வரலாறுகள் சம்பந்தமான பழமொழிகளும்​உண்டு. கம்பன், ஒட்டக்கூத்தர் முதலிய புலவர்களைப் பற்றிய பழமொழிகள் சில உள்ளன.",1955,ta,wiki,தமிழ்ப்
சில சில ஊர்களைப் பற்றிய பழமொழிகளும் பல உண்டு. அந்த ஊர்களில் எழுந்தருளியிருக்கும் தெய்வங்களைப் பற்றிய பழமொழிகளும் உள்ளன.,1955,ta,wiki,தமிழ்ப்
தமிழ் மக்கள் இந்தப் புத்தகத்தில் உள்ள பழமொழிகளைப் படித்து இன்புறுவார்கள் என்று நம்புகிறேன்.,1955,ta,wiki,தமிழ்ப்
‘அ’ வரிசை‘ஆ’ வரிசை‘இ’ வரிசை‘ஈ’ வரிசை‘உ’ வரிசை‘ஊ’ வரிசை‘எ’ வரிசை‘ஏ’ வரிசை‘ஐ’ வரிசை,1955,ta,wiki,தமிழ்ப்
"இந்தப் புத்தகத்தில் ஏறத்தாழ 25,000 பழமொழிகள் உள்ளன. இவை கடந்த நாற்பது ஆண்டுகளாக நான் சேகரித்தவை. சொற்பொழிவு செய்யும் பொருட்டு வெளியூர்களுக்குச் சென்ற காலங்களில் அங்கே உள்ள ஆடவர்களிடமும் பெண்மணிகளிடமும் கேட்டுப் பழமொழிகளை எழுதி வந்தேன். பெரும்பாலும் முதிய பெண்மணிகளே  பல பழமொழிகளைச் சொன்னார்கள். பழமொழியை முதுமொழி என்றும் வசனம் என்றும் கூறுவர். பழமொழிகள் அடங்கிய பாடல்களைப் பெற்ற நூல்கள் பழமொழி நானூறு, கோவிந்தசதகம், தண்டலையார் சதகம், இரத்தின சபாபதி மாலை, அருணாசல கவி இராம நாடகக் கீர்த்தனை முதலியவை.",1955,ta,wiki,தமிழ்ப்
"இந்தப் பழமொழிகளில் பல்வேறு சாதியினரைக் குறை கூறி உள்ளவை பல உண்டு. அவற்றைக் கண்டு அந்தச் சாதியைச், சேர்ந்த அன்பர்கள் சினம் கொள்ள மாட்டார்கள் என்று நம்புகிறேன். இழித்துக் கூறுவதில் எந்தச் சாதியினரையும் விட்டு வைக்கவில்லை. பார்ப்பனர்களை இழித்துக் கூறும் பழமொழிகள் பல. அத்தகையவற்றை அப்படி அப்படியே காட்டியுள்ளேன். தமிழ் மக்களுடைய எண்ணம் எவ்வாறு படர்ந்தது என்பதை இவை காட்டுகின்றன.",1955,ta,wiki,தமிழ்ப்
‘செ’ வரிசை‘சே’ வரிசை‘சை’ வரிசை‘சொ’ வரிசை‘சோ’ வரிசை‘சௌ’ வரிசை‘த’ வரிசை‘தா’ வரிசை‘தி’ வரிசை‘தீ’ வரிசை‘து’ வரிசை‘தெ’ வரிசை‘தொ’ வரிசை‘ந’ வரிசை‘ப’ வரிசை‘பா’ வரிசை‘பி’ வரிசை‘பீ’ வரிசை‘பூ’ வரிசை‘கி. வா. ஜ.’(பின்னட்டை),1955,ta,wiki,தமிழ்ப்
"கதைகள் கேட்பதற்குக் குழந்தைகள் விரும்புவர். அவர்கள் சுவைக்கும்படி கதை சொல்லப் பழங்காலத்தில் பாட்டிகள் இருந்தார்கள். ஒவ்வொரு நாளும் குழந்தைகளின் தொணதொணப்புக்கு ஈடு கொடுக்க தினசரி கதைகளை ""இட்டுக்கட்டி""ச் சொல்வது வழக்கமாக இருந்தது.",1955,ta,wiki,தேன்பாகு
"அப்படி ""இட்டுக்கட்டி""ச் சொல்லப்பட்ட கதைகள்தாம் செவிவழியே தொடர்ந்து நாடோடிக் கதைகள் ஆயின.",1955,ta,wiki,தேன்பாகு
"அந்த நாடோடிக் கதைகளைத் தழுவி முன்னர் ""நாலு பழங்கள்"", ""நல்ல பிள்ளையார்"" ஆகிய இரு புத்தகங்களை வெளியிட்டோம். அதைத் தொடர்ந்து மூன்றாவதாகத் ""தேன் பாகு"" என்னும் இந்த நூலை வெளியிடுகிறோம். பொது மக்கள் ஆதரவு அளித்து உதவ வேண்டுகிறோம்.",1955,ta,wiki,தேன்பாகு
"சங்க காலத்து இலக்கியங்கள் நமக்கு அறிமுகப்படுத்தும் பாண்டிய மன்னர்களில், தலையாலங்கானத்துச் செருவென்ற நெடுஞ்செழியன் இளமையிலே அரசாளப் புகுந்து பல போர்களில் வெற்றி பெற்று வண்மையிலும் திண்மையிலும் சிறந்து நின்றான். அவன் இயல்புகளைப் பத்துப் பாட்டில் உள்ள மதுரைக் காஞ்சி, நெடுநல் வாடை என்ற இரண்டு நூல்களும் எடுத்துரைக்கின்றன. அவன் வரலாற்றோடு தொடர்புடைய பாடல்கள் பல புறநானூற்றில் இருக்கின்றன. அவனே பாடிய செய்யுள் ஒன்றும் அத் தொகை நூலில் இடம் பெற்றிருக்கிறது.",1955,ta,wiki,பாண்டியன்
அவனுடைய வரலாறே இது. சங்க நூல்களில் அங்கங்கே சிதறிக் கிடக்கும் செய்திகளைத் தொகுத்து அடைவு தேர்ந்து ஒட்ட வைத்துக் கற்பனையால் உருவாக்கியிருக்கிறேன். உரையாடல்களில் என் கற்பனையைப் பயன்படுத்தியிருக்கிறேன். புலவர்களின் பாடல்களில் உள்ள பொருளே உரைநடையில் இணைத்திருக்கிறேன். அவற்றிற்குரிய பாடல்கள் இன்னவென்பது அடிக்குறிப்பினால் தெரியவரும்.,1955,ta,wiki,பாண்டியன்
நெடுநல் வாடையின் உள்ளுறையை உரைநடையில் அமைத்திருக்கிறேன். மதுரைக் காஞ்சியில் உள்ளவற்றில் பெரும் பகுதியை அப்படியப்படியே வைத்தும் சிலவற்றைச் சுருக்கியும் காட்டியிருக்கிறேன். அக்காலத்து வாழ்க்கை முறையை உணர இப் பகுதிகள் கருவியாக இருக்கும்.,1955,ta,wiki,பாண்டியன்
"முன்பு எழுதிய வரலாறுகளேப் போல, இதைப் படித்து முடித்தால் வரலாற்றுத் தலைவனுடைய உருவம் உள்ளத்தே ஒருவாறு புலப்பட வேண்டும் என்ற குறிக்கோளோடே இதனையும் எழுதியிருக்கிறேன்.",1955,ta,wiki,பாண்டியன்
பழம்பெரு மன்னர்களையும் புலவர்களேயும் இலக்கியத்துக்குள் நுழைந்து அறிந்துகொள்ள இயலாதவர்களுக்கும் மாண்வர்களுக்கும் இத்தகைய நூல்கள் அவர்களின் பெருமையை உணர்ந்துகொள்ள உதவும் என்பது என் நம்பிக்கை.,1955,ta,wiki,பாண்டியன்
"நம்முடைய வாழ்க்கையில் எத்தனையோ விதமான அநுபவங்களை நாம் பெறுகிறோம். பல்வேறு குணங்களையுடைய மனிதர்களோடு பழகுகிறோம், பிறருடைய பேதைமையையும் சாமர்த்தியத்தையும் அறிந்து கொள்ளும் சந்தர்ப்பங்கள் பல கிடைக்கின்றன. நம்முடைய பைத்தியக்காரத்தனத்தை வெளிப்படுத்தும் நிகழ்ச்சிகளும் நடக்கின்றன.",1955,ta,wiki,புது
"இவற்றையெல்லாம் நேரிலே பார்க்கும்போது நமக்கு அந்த நிகழ்ச்சியினால் விளையும் விளைவுக்கு ஏற்ற உணர்ச்சி உண்டாகிறது. ஆனால் அந்த நிகழ்ச்சிகள் நடந்து பல காலத்துக்குப் பிறகு அவற்றைச் சிந்தித்துப் பார்த்தால், அவற்றில் உள்ள விசித்திரத்தன்மை புலனாகிறது. முன்பு அந்த நிகழ்ச்சியில் ஈடுபட்ட பாத்திரமாக இருந்ததனால் அதன் நேரடி விளைவே தெரிந்தது. இப்போதோ ஏதோ ஒரு நாடகத்தைப் பார்ப்பதுபோல, வேறாக நின்று பார்க்கிறபோது நமக்கு உண்டாகும் உணர்ச்சி வேறானது; ஒரு வாழ்க்கை வரலாற்றைப் படித்துச் சுவைப்பது போலத் தோன்றுகிறது.",1955,ta,wiki,புது
"இப்படி நிகழும் உலகியலில்தான் எத்தனை விசித்திரங்கள்! ஒரு சிறிய நிகழ்ச்சியானாலும், அதனோடு தொடர்புடையவர்களின் மனநிலையை இப்போது நினைத்துப் பார்த்தால் நமக்கு ஒருவகையில் பற்றற்ற உணர்ச்சியே உண்டாகிறது. நடந்தவற்றை எண்ணி எண்ணிப் புன்னகை பூக்கும் வகையில் எத்தனையோ நிகழ்ச்சிகள் நடைபெற்றிருக்கும்",1955,ta,wiki,புது
"வாழ்க்கை அநுபவங்களில் இப்படி, நினைத்து சிரிக்கும் பகுதிகள் இருப்பதனால் நாம் தளர்ச்சியடையாமல் வாழ்கிறோம். “இடுக்கண் வருங்கால் நகுக” என்று திருவள்ளுவர் சொல்வது எவ்வளவு உயர்ந்த கருத்து முதலில் இடுக்​கண்ணாக முன்பு வந்ததை இப்போது நினைத்துச் சிரிக்க வேண்டும்;பிறகு இடுக்கண் வரும் போது சிரிக்கும் ஆற்றல் உண்டாகும்.",1955,ta,wiki,புது
வாழ்க்கை அநுபவங்களில் மென்மையான நகைச்சுவையை உண்டாக்குபவற்றைப் பற்றி எழுதினால் நாம் புன்னகை பூப்பது போல மற்றவர்களும் நகைச்சுவையை நுகர்வார்கள். ஏனென்றால் அத்தகைய அநுபவங்கள் அவர்களுடைய வாழ்க்கையிலும் ஏற்பட்டிருக்கும்.,1955,ta,wiki,புது
"இத்தகைய அநுபவங்களை நிலைக்களமாக வைத்து மென்மையான நகைச்சுவை யமைய எழுதிய கட்டுரைகள் இவை. இவை பத்திரிகையில் வெளிவந்த போது, “என்னுடைய அநுபவங்கள் உமக்கு எப்படி ஐயா தெரிந்தன?” என்று கேட்ட அன்பர்களும் உண்டு.",1955,ta,wiki,புது
"இந்தக் கட்டுரைகளில் பல இடங்களில் என்னுடைய ஆசிரியப் பிரானைப் பற்றிய செய்திகள் வரும். அவர்களோடு பழகிய ஆண்டுகள் என் வாழ்க்கையில் அநுபவ முதிர்ச்சியைத் தந்த காலமாதலின், என் அநுபவத்தினிடையே அவர்களுடைய நினைவு இயல்பாகவே எழுகிறது.",1955,ta,wiki,புது
இவற்றைப் புத்தக உருவில் தொகுத்து வெளியிடத் திருவருள் கூட்டுவித்தது. அந்தத் திருவருளை வாழ்த்துகிறேன்.,1955,ta,wiki,புது
மாலையில் அந்தப் பெண்கள் கல்லூரியின் முன்னே உள்ளே பஸ் ஸ்டாண்டில் வானவில்லைப் போல் வர்ண ஜாலம் காட்டி மாணவிகளின் வரிசை ஒன்று பஸ்ஸீக்காகக் காத்து நின்று கொண்டிருக்கிறது. கார் வசதி படைத்த மாணவிகள் சிலர் அந்த வரிசையினருகே கார்களை நிறுத்தித் தங்கள் நெருங்கிய சிநேகிதிகளை ஏற்றிக் கொண்டு செல்லுகின்றனர். வழக்கமாகக் கல்லூரி பஸ்ஸில் செல்லும் மாணவிகளை ஏற்றிக்கொண்டு அந்த சாம்பல் நிற 'வேனு'ம் விரைகிறது. அரை மணி நேரத்திற்கு அங்கே ஹாரன்களின் சத்தமும் குளிரில் விறைத்த மாணவிகளின் கீச்சுக் குரல் பேச்சும் சிரிப்பொலியும் மழையின் பேரிரைச்சலோடு கலந்தொலித்துத் தேய்ந்து அடங்கிப் போனபின் - ஐந்தரை மணிக்கு மேல் இருபதுக்கும் குறைவான மாணவிகளின் கும்பல் அந்த பஸ் ஸ்டாண்டு மரத்தடியில் கொட்டும் மழையில் பத்துப் பன்னிரண்டு குடைகளின் கீழே கட்டிப் பிடித்து நெருக்கியடித்துக் கொண்டு நின்றிருக்கிறது.,1975,ta,wiki,அக்கினிப்
"நகரின் நடுவில் ஜனநடமாட்டம் அதிகமில்லாத, மரங்கள் அடர்ந்த தோட்டங்களின் மத்தியில், பங்களாக்கள் மட்டுமே உள்ள அந்தச் சாலையில் மழைக்கு ஒதுங்க இடமில்லாமல், மேலாடை கொண்டு போர்த்தி மார்போடு இறுக அணைத்த புத்தகங்களும் மழையில் நனைந்து விடாமல் உயர்த்தி முழங்காலுக்கிடையே செருகிய புடவைக் கொசுவங்களோடு அந்த மாணவிகள் வெகுநேரமாய்த் தத்தம் பஸ்களை எதிர்நோக்கி நின்றிருக்கின்றனர்.",1975,ta,wiki,அக்கினிப்
வீதியில் தேங்கி நின்ற மழை நீரை இருபுறமும் வாரி இறைத்துக் கொண்டு அந்த 'டீஸல் அநாகரிகம்' வந்து நிற்கிறது.,1975,ta,wiki,அக்கினிப்
அந்தக் கும்பலில் பாதியை எடுத்து விழுங்கிக் கொண்டு ஏப்பம் விடுவதுபோல் செருமி நகர்கிறது அந்த பஸ்.,1975,ta,wiki,அக்கினிப்
வீதியில் மழைக் கோட்டணிந்த ஒரு சைக்கிள் ரிக்ஷாக்காரன் குறுக்கே வந்து அலட்சியமாக நின்று விட்ட ஓர் அநாதை மாட்டுக்காகத் தொண்டை கம்மிப் போன மணியை முழக்கிக் கொண்டு வேகமாய் வந்தும் அது ஒதுங்காததால் - அங்கே பெண்கள் இருப்பதையும் லட்சியப் படுத்தாது அசிங்கமாகத் திட்டிக்கொண்டே செல்கிறான். அவன் வெகு தூரம் சென்ற பிறகு அவனது வசை மொழியை ரசித்த பெண்களின் கும்பல் அதை நினைத்து நினைத்துச் சிரித்து அடங்குகிறது.,1975,ta,wiki,அக்கினிப்
அதன் பிறகு வெகு நேரம் வரை அந்தத் தெருவில் சுவாரசியம் ஏதுமில்லை. எரிச்சல் தரத்தக்க அமைதியில் மனம் சலித்துப் போன அவர்களின் கால்கள் ஈரத்தில் நின்று நின்று கடுக்க ஆரம்பித்து விட்டன.,1975,ta,wiki,அக்கினிப்
"அந்த அநாதை மாடு மட்டும் இன்னும் நடுத் தெருவிலேயே நின்றிருக்கிறது; அது காளை மாடு; கிழ மாடு; கொம்புகளில் ஒன்று அதன் நெற்றியின் மீது விழுந்து தொங்குகிறது. மழை நீர் முதுகின் மீது விழுந்து விழுந்து முத்து முத்தாய்த் தெறித்து, அதன் பழுப்பு நிற வயிற்றின் இரு மருங்கிலும் கரிய கோடுகளாய் வழிகிறது. அடிக்கடி அதன் உடலில் ஏதேனும் ஒரு பகுதி - அநேகமாக வலது தொடைக்கு மேல் பகுதி குளிரில் வெடவெடத்துச் சிலிர்த்துத் துடிக்கிறது.",1975,ta,wiki,அக்கினிப்
எவ்வளவு நாழி இந்தக் கிழட்டு மாட்டையே ரசித்துக் கொண்டிருப்பது; ஒரு பெருமூச்சுடன் அந்தக் கும்பலில் எல்லாவிதங்களிலும் விதி விலக்காய் நின்றிருந்த அந்தச் சிறுமி தலை நிமிர்ந்து பார்க்கிறாள்.,1975,ta,wiki,அக்கினிப்
பஸ் வந்து நிற்பதற்காக இடம் தந்து ஒதுங்கி அந்த மாடு வீதியின் குறுக்காகச் சாவதானமாய் நடந்து மாணவிகள் நிற்கும் பிளாட்பாரத்​தருகே நெருங்கித் தனக்கும் சிறுது இடம் கேட்பது போல் தயங்கி நிற்கிறது.,1975,ta,wiki,அக்கினிப்
"""ஹேய்... இட் இஸ் மை பஸ்!..."" அந்தக் கூட்டத்திலேயே வயதில் மூத்தவளான ஒருத்தி சின்னக் குழந்தை மாதிரிக் குதிக்கிறாள்.",1975,ta,wiki,அக்கினிப்
"கும்பலை ஏற்றிக் கொண்டு அந்த பஸ் நகர்ந்த பிறகு, பிளாட்பாரத்தில் இரண்டு மாணவிகள் மட்டுமே நிற்கின்றனர். அதில் ஒருத்தி அந்தச் சிறுமி. மற்றொருத்தி பெரியவள் - இன்றைய பெரும்பாலான சராசரி காலேஜ் ரகம். அவள் மட்டுமே குடை வைத்திருக்கிறாள். அவளது கருணையில் அந்தச் சிறுமி ஒதுங்கி நிற்கிறாள். சிறுமியைப் பார்த்தால் கல்லூரியில் படிப்பவளாகவே தோன்றவில்லை. ஹைஸ்கூல் மாணவி போன்ற தோற்றம். அவளது தோற்றத்தில் இருந்தே அவள் வசதி படைத்த குடும்பப் பெண் அல்ல என்று சொல்லிவிட முடியும். ஒரு பச்சை நிறப் பாவாடை, கலர் மாட்சே இல்லாத... அவள் தாயாரின் புடவையில் கிழித்த - சாயம் போய் இன்ன நிறம் என்று சொல்ல முடியாத ஒருவகை சிவப்பு நிறத் தாவணி. கழுத்தில் நூலில் கோத்து 'பிரஸ் பட்டன்' வைத்துத் தைத்த ஒரு கருப்பு மணிமாலை; காதில் கிளாவர் வடிவத்தில் எண்ணெய் இறங்குவதற்காகவே கல் வைத்து இழைத்த - அதிலும் ஒரு கல்லைக் காணோம் - கம்மல்... 'இந்த முகத்திற்கு நகைகளே வேண்டாம்' என்பது போல் சுடர் விட்டுப் பிரகாசித்துப் புரண்டு புரண்டு மின்னுகின்ற கறை படியாத குழந்தைக் கண்கள்...",1975,ta,wiki,அக்கினிப்
